Image Names	Problem_colors	Contrasts	Labels	Distance	Conclusion
elife-26642-fig3-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-26642-fig6-v3	TRUE	Y	Y	Y	Definitely okay
elife-26726-fig6-v2	TRUE	Y	Y	N	Definitely okay
elife-26733-fig6-v2	TRUE	Y	N	Y	Definitely okay
elife-26759-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-26759-fig3-v2	TRUE	Y	Y	N	Probably okay
elife-26801-fig1-v2.jpg	FALSE				Definitely okay
elife-26845-fig11-v2	TRUE	Y	N	Y	Definitely okay
elife-26845-fig3-v3	TRUE	N	N	N	Definitely problematic
elife-26857-fig2-v1	FALSE				Definitely okay
elife-26866-fig1-v3	TRUE	Y	Y	N	Definitely okay
elife-26866-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-26866-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-26876-fig1-v1	TRUE	NA	NA	Y	Definitely okay
elife-26876-fig2-v1.jpg	FALSE				Definitely okay
elife-26886-fig6-v2	FALSE				Gray-scale
elife-26886-fig8-v2.jpg	FALSE				Gray-scale
elife-26933-fig3-v2.jpg	FALSE				Definitely okay
elife-26933-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-26938-fig5-v3	TRUE	NA	NA	Y	Definitely okay
elife-26945-fig4-v3	TRUE	Y	N	N	Definitely okay
elife-26969-fig2-v1	FALSE				Definitely okay
elife-26969-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-26975-fig7-v3.jpg	TRUE	Y	Y	Y	Definitely okay
elife-26985-fig1-v4	TRUE	Y	Y	N	Definitely okay
elife-26985-fig2-v4	TRUE	Y	N	Y	Definitely okay
elife-26985-fig6-v5	TRUE	Y	N	Y	Definitely okay
elife-27038-fig3-v2	TRUE	Y	Y	N	Definitely okay
elife-27038-fig5-v2	FALSE				
elife-27049-fig6-v2	TRUE	Y	Y	N	Definitely okay
elife-27055-fig7-v2	TRUE	Y	Y	Y	Definitely okay
elife-27057-fig3-v2	TRUE	Y	N	Y	Definitely okay
elife-27057-fig6-v1.jpg	TRUE	Y	N	Y	Definitely okay
elife-27057-fig8-v1	TRUE	Y	N	N	Definitely okay
elife-27081-fig1-v1	FALSE				Definitely okay
elife-27082-fig2-v2	FALSE				Definitely okay
elife-27109-fig4-v1	FALSE				Definitely okay
elife-27134-fig7-v1	TRUE	N	N	N	Definitely problematic
elife-27157-fig5-v2	FALSE				Definitely okay
elife-27192-fig2-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-27192-fig7-v2	FALSE				Definitely okay
elife-27210-fig5-v1.jpg	FALSE				Definitely okay
elife-27293-fig1-v1	TRUE	N	N	N	Definitely problematic
elife-27301-fig1-v1	TRUE	Y	N	Y	Definitely okay
elife-27301-fig5-v1	TRUE	Y	Y	N	Definitely okay
elife-27322-fig10-v2.jpg	TRUE	N	N	N	Probably problematic
elife-27342-fig6-v1	TRUE	NA	NA	Y	Definitely okay
elife-27362-fig10-v2	TRUE	Y	N	Y	Definitely okay
elife-27362-fig3-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-27364-fig4-v1	TRUE	Y	N	N	Definitely okay
elife-27388-fig2-v2	FALSE				Definitely okay
elife-27396-fig4-v2	FALSE				Definitely okay
elife-27402-fig2-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-27402-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-27402-fig9-v2	TRUE	N	N	N	Definitely problematic
elife-27414-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-27417-fig9-v2	FALSE	Y	Y	Y	Definitely okay
elife-27421-fig7-v3	TRUE	N	N	N	Definitely problematic
elife-27445-fig4-v2.jpg	TRUE	Y	Y	N	Probably okay
elife-27451-fig5-v2	TRUE	Y	Y	N	Definitely okay
elife-27451-fig6-v3	TRUE	Y	Y	N	Definitely okay
elife-27453-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-27454-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-27455-fig1-v3.jpg	FALSE				Definitely okay
elife-27455-fig4-v3.jpg	FALSE				Definitely okay
elife-27564-fig6-v2	TRUE	Y	Y	Y	Definitely okay
elife-27590-fig1-v1	TRUE	Y	NA	N	Definitely okay
elife-27590-fig3-v1	FALSE				Definitely okay
elife-27592-fig2-v2.jpg	TRUE	Y	N	Y	Probably okay
elife-27592-fig4-v2	TRUE	Y	Y	Y	Definitely okay
elife-27595-fig3-v1	TRUE	Y	N	Y	Definitely okay
elife-27601-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-27601-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-27602-fig1-v3	TRUE	N	N	N	Definitely problematic
elife-27602-fig4-v3	TRUE	NA	NA	Y	Definitely okay
elife-27652-fig5-v3.jpg	FALSE				Definitely okay
elife-27656-fig5-v1	FALSE				Definitely okay
elife-27669-fig8-v2.jpg	FALSE				Definitely okay
elife-27670-fig2-v4.jpg	FALSE				Definitely okay
elife-27679-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-27679-fig3-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-27679-fig4-v2	TRUE	Y	Y	Y	Definitely okay
elife-27696-fig6-v2	FALSE				Definitely okay
elife-27706-fig5-v1	TRUE	Y	N	N	Probably okay
elife-27711-fig4-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-27713-fig2-v2	FALSE				Definitely okay
elife-27744-fig7-v2	TRUE	N	N	N	Definitely problematic
elife-27786-fig4-v2.jpg	FALSE				Definitely okay
elife-27793-fig1-v3	TRUE	Y	Y	Y	Definitely okay
elife-27793-fig5-v2	TRUE	Y	Y	N	Definitely okay
elife-27826-fig5-v2	FALSE				Definitely okay
elife-27860-fig10-v2.jpg	FALSE				Definitely okay
elife-27860-fig8-v2	TRUE	Y	N	Y	Definitely okay
elife-27861-fig2-v1.jpg	FALSE				Definitely okay
elife-27861-fig3-v1	TRUE	Y	N	Y	Definitely okay
elife-27868-fig6-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-27872-fig7-v1.jpg	TRUE	Y	N	N	Probably okay
elife-27879-fig3-v3.jpg	TRUE	Y	Y	N	Definitely okay
elife-27960-fig1-v1	TRUE	N	N	N	Definitely problematic
elife-27960-fig3-v1	TRUE	Y	N	N	Probably problematic
elife-27995-fig4-v2	FALSE				Definitely okay
elife-28021-fig6-v2	FALSE				Definitely okay
elife-28023-fig6-v1.jpg	TRUE	Y	Y	N	Definitely okay
elife-28029-fig3-v3	TRUE	Y	Y	Y	Definitely okay
elife-28032-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-28032-fig8-v2.jpg	FALSE				Definitely okay
elife-28034-fig5-v1	TRUE	Y	Y	Y	Definitely okay
elife-28074-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-28083-fig4-v1	TRUE	Y	N	Y	Definitely okay
elife-28118-fig2-v1	FALSE				Definitely okay
elife-28118-fig2-v2.jpg	FALSE				Definitely okay
elife-28118-fig6-v1.jpg	FALSE				Definitely okay
elife-28118-fig6-v2	FALSE				Definitely okay
elife-28118-fig7-v1	FALSE				Definitely okay
elife-28131-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-28132-fig6-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-28132-fig8-v2	TRUE	Y	N	N	Definitely okay
elife-28141-fig4-v2	FALSE				Definitely okay
elife-28143-fig9-v1	FALSE				Definitely okay
elife-28166-fig3-v2	TRUE	Y	Y	N	Definitely okay
elife-28197-fig4-v1.jpg	FALSE				Definitely okay
elife-28199-fig2-v2	FALSE				Definitely okay
elife-28202-fig6-v2.jpg	FALSE				Definitely okay
elife-28231-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-28275-fig3-v2	TRUE	Y	Y	Y	Definitely okay
elife-28297-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay
elife-28324-fig2-v1	FALSE				Definitely okay
elife-28329-fig5-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-28342-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-28433-fig2-v2	FALSE				Definitely okay
elife-28440-fig6-v1	TRUE	N	N	N	Definitely problematic
elife-28447-fig1-v3	TRUE	Y	N	N	Definitely okay
elife-28447-fig2-v2.jpg	TRUE	N	Y	N	Probably problematic
elife-28447-fig3-v3	FALSE				Definitely okay
elife-28447-fig5-v3	TRUE	Y	N	Y	Definitely okay
elife-28468-fig3-v1	TRUE	NA	NA	Y	Definitely okay
elife-28468-fig6-v1	FALSE				Definitely okay
elife-28468-fig8-v2	TRUE	Y	N	Y	Definitely okay
elife-28474-fig1-v2	TRUE	Y	Y	N	Definitely okay
elife-28482-fig2-v3	TRUE	Y	Y	Y	Definitely okay
elife-28527-fig6-v1	TRUE	N	N	N	Definitely problematic
elife-28534-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-28619-fig2-v3	TRUE	Y	Y	N	Definitely okay
elife-28619-fig4-v2.jpg	TRUE	Y	N	N	Probably okay
elife-28626-fig3-v1	TRUE	Y	N	Y	Definitely okay
elife-28629-fig2-v1	FALSE				Definitely okay
elife-28635-fig2-v2	FALSE				Definitely okay
elife-28652-fig5-v1	TRUE	Y	N	N	Definitely okay
elife-28662-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-28662-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-28662-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-28662-fig8-v2	TRUE	Y	N	Y	Definitely okay
elife-28671-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-28671-fig10-v2.jpg	TRUE	Y	N	N	Probably okay
elife-28672-fig3-v2	TRUE	NA	NA	Y	Definitely okay
elife-28680-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-28683-fig3-v2	FALSE				Gray-scale
elife-28685-fig5-v2.jpg	FALSE				Definitely okay
elife-28715-fig5-v1	TRUE	Y	Y	N	Definitely okay
elife-28716-fig1-v2	FALSE				Definitely okay
elife-28721-fig5-v2	TRUE	Y	N	Y	Definitely okay
elife-28751-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-28766-fig1-v1	TRUE	NA	NA	Y	Definitely okay
elife-28811-fig7-v1	FALSE				Definitely okay
elife-28865-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-28875-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-28899-fig5-v2	FALSE				Definitely okay
elife-28909-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-28935-fig6-v2	TRUE	Y	Y	Y	Definitely okay
elife-28951-fig4-v2.jpg	TRUE	Y	N	N	Probably okay
elife-28951-fig7-v1	TRUE	Y	N	N	Definitely okay
elife-28974-fig3-v2	FALSE				Definitely okay
elife-28974-fig3-v3.jpg	FALSE				Definitely okay
elife-28974-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-28985-fig2-v4	FALSE				Definitely okay
elife-28985-fig3-v4	TRUE	Y	N	N	Definitely okay
elife-28985-fig4-v3	TRUE	Y	N	N	Definitely okay
elife-28985-fig8-v3	TRUE	N	N	N	Probably problematic
elife-28985-fig9-v4.jpg	FALSE				Definitely okay
elife-29013-fig3-v2	FALSE				Definitely okay
elife-29086-fig4-v3.jpg	TRUE	N	N	N	Definitely problematic
elife-29087-fig1-v2.jpg	TRUE	NA	Y	Y	Definitely okay
elife-29106-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-29107-fig3-v3.jpg	TRUE	Y	Y	Y	Definitely okay
elife-29118-fig2-v2.jpg	TRUE	Y	N	Y	Probably okay
elife-29150-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-29154-fig3-v1.jpg	FALSE				Definitely okay
elife-29198-fig2-v2	TRUE	NA	NA	Y	Definitely okay
elife-29198-fig4-v2	FALSE				Definitely okay
elife-29215-fig2-v1	TRUE	NA	NA	Y	Definitely okay
elife-29236-fig7-v1	FALSE				Definitely okay
elife-29241-fig1-v1	TRUE	N	N	N	Definitely problematic
elife-29241-fig2-v1	TRUE	NA	NA	Y	Definitely okay
elife-29241-fig5-v1	FALSE				Definitely okay
elife-29275-fig11-v2	FALSE				Definitely okay
elife-29276-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-29303-fig5-v3.jpg	TRUE	N	N	N	Definitely problematic
elife-29312-fig1-v1	TRUE	Y	Y	N	Definitely okay
elife-29312-fig8-v1	TRUE	Y	N	N	Definitely okay
elife-29330-fig6-v1	FALSE				Gray-scale
elife-29330-fig7-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-29338-fig2-v1	TRUE	Y	N	Y	Definitely okay
elife-29338-fig5-v1	TRUE	N	N	N	Definitely problematic
elife-29388-fig1-v1	TRUE	NA	NA	Y	Definitely okay
elife-29391-fig8-v3	TRUE	Y	Y	Y	Definitely okay
elife-29397-fig2-v1	TRUE	Y	Y	Y	Definitely okay
elife-29397-fig7-v2	TRUE	Y	N	Y	Definitely okay
elife-29425-fig4-v1	TRUE	Y	N	Y	Definitely okay
elife-29507-fig7-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-29510-fig1-v2	TRUE	Y	Y	N	Definitely okay
elife-29511-fig2-v2	TRUE	Y	N	N	Probably okay
elife-29518-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-29538-fig2-v1	TRUE	Y	N	N	Definitely okay
elife-29538-fig7-v1	FALSE				Definitely okay
elife-29539-fig2-v4.jpg	FALSE				Definitely okay
elife-29540-fig7-v2	TRUE	N	N	N	Definitely problematic
elife-29555-fig5-v1	TRUE	Y	N	N	Probably okay
elife-29594-fig6-v1	TRUE	Y	N	N	Definitely okay
elife-29626-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-29656-fig7-v1	TRUE	Y	Y	Y	Definitely okay
elife-29688-fig5-v2	TRUE	Y	N	N	Probably okay
elife-29688-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-29702-fig7-v1	TRUE	Y	Y	Y	Definitely okay
elife-29736-fig2-v2	FALSE				Definitely okay
elife-29795-fig2-v1	TRUE	Y	Y	N	Definitely okay
elife-29795-fig7-v1	TRUE	Y	Y	N	Definitely okay
elife-29808-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-29815-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-29845-fig4-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-29865-fig1-v2	FALSE				Definitely okay
elife-29913-fig1-v1	TRUE	Y	Y	Y	Definitely okay
elife-29914-fig7-v1	FALSE				Definitely okay
elife-29915-fig9-v1	TRUE	Y	Y	N	Definitely okay
elife-29929-fig5-v2	FALSE				Definitely okay
elife-29953-fig2-v1	FALSE				Definitely okay
elife-29959-fig4-v2	TRUE	N	Y	N	Probably okay
elife-30000-fig2-v2	TRUE	NA	NA	Y	Definitely okay
elife-30000-fig5-v2	TRUE	Y	Y	N	Definitely okay
elife-30000-fig6-v2	FALSE				Definitely okay
elife-30005-fig5-v2.jpg	FALSE				Definitely okay
elife-30038-fig5-v2	TRUE	Y	N	Y	Definitely okay
elife-30057-fig1-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-30057-fig5-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-30058-fig6-v2	TRUE	Y	Y	Y	Definitely okay
elife-30058-fig8-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-30094-fig5-v4	FALSE				Definitely okay
elife-30107-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-30107-fig10-v2	TRUE	N	N	N	Definitely problematic
elife-30107-fig3-v2	TRUE	Y	Y	N	Definitely okay
elife-30107-fig7-v3	TRUE	Y	N	N	Definitely okay
elife-30115-fig1-v2.jpg	FALSE				Gray-scale
elife-30115-fig6-v2	TRUE	Y	Y	N	Definitely okay
elife-30135-fig10-v4.jpg	TRUE	Y	N	N	Probably okay
elife-30135-fig6-v4	TRUE	Y	N	N	Probably problematic
elife-30205-fig1-v1	TRUE	Y	Y	N	Definitely okay
elife-30294-fig7-v2	FALSE				Definitely okay
elife-30395-fig1-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-30395-fig4-v2	FALSE				Definitely okay
elife-30442-fig4-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-30454-fig5-v1	TRUE	NA	NA	Y	Definitely okay
elife-30457-fig7-v2	TRUE	N	N	N	Definitely problematic
elife-30506-fig3-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-30640-fig1-v2	FALSE				Definitely okay
elife-30640-fig5-v2	FALSE				Definitely okay
elife-30640-fig8-v2	TRUE	N	N	N	Definitely problematic
elife-30649-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-30657-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-30668-fig9-v2	TRUE	N	N	N	Definitely problematic
elife-30688-fig2-v2	FALSE				Definitely okay
elife-30703-fig3-v2.jpg	FALSE				Definitely okay
elife-30756-fig1-v2	TRUE	Y	Y	N	Definitely okay
elife-30756-fig6-v2	TRUE	Y	N	Y	Definitely okay
elife-30760-fig2-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-30760-fig7-v2	TRUE	Y	Y	Y	Definitely okay
elife-30809-fig4-v1	TRUE	Y	N	Y	Definitely okay
elife-30822-fig5-v2.jpg	TRUE	Y	N	N	Probably okay
elife-30839-fig7-v2	TRUE	Y	N	N	Definitely okay
elife-30842-fig1-v3.jpg	FALSE				Definitely okay
elife-30842-fig7-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-30880-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-30881-fig4-v2	FALSE				Definitely okay
elife-30881-fig5-v2	FALSE				Definitely okay
elife-30883-fig3-v2	FALSE				Definitely okay
elife-30916-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-30918-fig7-v2	FALSE				Definitely okay
elife-30925-fig9-v3	TRUE	Y	N	N	Definitely okay
elife-30927-fig4-v2	FALSE				Definitely okay
elife-30947-fig3-v1.jpg	FALSE				Definitely okay
elife-30955-fig5-v2	TRUE	Y	N	Y	Definitely okay
elife-30963-fig5-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-31007-fig1-v2	FALSE				Definitely okay
elife-31013-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-31013-fig5-v2.jpg	FALSE				Definitely okay
elife-31018-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-31019-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-31019-fig7-v2	FALSE				Definitely okay
elife-31034-fig6-v2	FALSE				Definitely okay
elife-31045-fig1-v1	TRUE	Y	N	N	Probably okay
elife-31045-fig5-v1	FALSE				Definitely okay
elife-31058-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-31130-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-31149-fig3-v3	TRUE	N	N	N	Definitely problematic
elife-31157-fig2-v1	TRUE	Y	N	Y	Definitely okay
elife-31186-fig4-v2	TRUE	Y	N	Y	Definitely okay
elife-31186-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-31200-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-31220-fig3-v3	TRUE	Y	N	N	Definitely okay
elife-31226-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-31234-fig7-v2.jpg	TRUE	Y	N	N	Definitely okay
elife-31299-fig4-v2	TRUE	Y	NA	Y	Definitely okay
elife-31299-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-31326-fig4-v1	TRUE	N	N	N	Definitely problematic
elife-31362-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-31425-fig1-v3	FALSE				Definitely okay
elife-31469-fig8-v2	FALSE				Definitely okay
elife-31476-fig5-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-31481-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-31486-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-31510-fig1-v3	TRUE	Y	Y	N	Definitely okay
elife-31510-fig6-v3	TRUE	Y	Y	N	Definitely okay
elife-31511-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-31543-fig2-v2	FALSE	Y	Y	N	Definitely okay
elife-31549-fig1-v1	FALSE				Gray-scale
elife-31549-fig4-v2	FALSE				Definitely okay
elife-31557-fig2-v3	FALSE				Definitely okay
elife-31557-fig7-v3	FALSE				Definitely okay
elife-31579-fig1-v2	FALSE				Definitely okay
elife-31599-fig3-v1	TRUE	NA	NA	Y	Definitely okay
elife-31625-fig7-v2	FALSE				Definitely okay
elife-31628-fig4-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-31649-fig2-v1.jpg	FALSE				Definitely okay
elife-31661-fig4-v2	TRUE	N	N	N	Definitely problematic
elife-31670-fig7-v1	TRUE	Y	N	N	Definitely okay
elife-31683-fig3-v1	FALSE				Definitely okay
elife-31684-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-31706-fig5-v1	TRUE	Y	N	N	Definitely okay
elife-31724-fig5-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-31756-fig5-v2	TRUE	Y	Y	Y	Definitely okay
elife-31812-fig7-v2	TRUE	N	N	N	Definitely problematic
elife-31867-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-31873-fig1-v3.jpg	TRUE	Y	Y	N	Definitely okay
elife-31873-fig11-v4.jpg	TRUE	Y	Y	Y	Definitely okay
elife-31873-fig8-v2	TRUE	Y	Y	N	Definitely okay
elife-31879-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-31918-fig4-v1.jpg	TRUE	Y	N	N	Probably okay
elife-31926-fig6-v1	FALSE				Definitely okay
elife-31936-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-31977-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-31977-fig3-v2	TRUE	Y	N	Y	Definitely okay
elife-31993-fig2-v1	TRUE	Y	NA	N	Definitely okay
elife-31993-fig5-v1	TRUE	Y	Y	Y	Definitely okay
elife-32032-fig5-v3	TRUE	NA	NA	Y	Definitely okay
elife-32038-fig3-v2	TRUE	Y	Y	Y	Definitely okay
elife-32041-fig4-v1.jpg	FALSE				Definitely okay
elife-32073-fig3-v1	FALSE				Definitely okay
elife-32077-fig7-v2	TRUE	Y	N	Y	Definitely okay
elife-32111-fig5-v1	FALSE				Definitely okay
elife-32137-fig2-v1.jpg	TRUE	Y	Y	N	Probably okay
elife-32143-fig5-v2	FALSE				Definitely okay
elife-32167-fig1-v2.jpg	FALSE				Definitely okay
elife-32167-fig1-v3	FALSE				Definitely okay
elife-32167-fig3-v2	TRUE	Y	Y	Y	Definitely okay
elife-32167-fig8-v3	TRUE	Y	N	N	Definitely okay
elife-32167-fig9-v3	FALSE				Definitely okay
elife-32177-fig2-v4	FALSE				Definitely okay
elife-32177-fig3-v4.jpg	FALSE				Definitely okay
elife-32208-fig3-v2	FALSE				Definitely okay
elife-32282-fig11-v2	TRUE	N	N	N	Definitely problematic
elife-32282-fig6-v2	FALSE				Definitely okay
elife-32288-fig1-v1.jpg	TRUE	N	Y	N	Probably okay
elife-32293-fig11-v2	FALSE				Definitely okay
elife-32293-fig7-v2	TRUE	N	N	N	Definitely problematic
elife-32303-fig2-v2.jpg	FALSE				Gray-scale
elife-32303-fig3-v2	FALSE				Definitely okay
elife-32340-fig3-v2.jpg	FALSE				Definitely okay
elife-32346-fig5-v2	TRUE	Y	Y	Y	Definitely okay
elife-32358-fig3-v2	FALSE				Definitely okay
elife-32373-fig10-v2	TRUE	Y	N	N	Definitely okay
elife-32451-fig2-v1	TRUE	Y	N	N	Definitely okay
elife-32451-fig4-v1	TRUE	Y	Y	Y	Definitely okay
elife-32471-fig7-v3	TRUE	Y	N	Y	Definitely okay
elife-32472-fig2-v2.jpg	FALSE				Definitely okay
elife-32481-fig4-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-32481-fig6-v2	FALSE				Definitely okay
elife-32579-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-32581-fig4-v2	TRUE	Y	Y	Y	Definitely okay
elife-32587-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-32595-fig1-v1	TRUE	N	N	N	Definitely problematic
elife-32660-fig3-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-32660-fig4-v3	TRUE	NA	NA	Y	Definitely okay
elife-32660-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-32696-fig2-v2	FALSE				Definitely okay
elife-32723-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-32794-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-32839-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-32839-fig7-v3.jpg	TRUE	N	N	N	Definitely problematic
elife-32860-fig1-v3	TRUE	NA	NA	Y	Definitely okay
elife-32860-fig5-v3	TRUE	N	N	N	Definitely problematic
elife-32860-fig7-v3	TRUE	N	N	N	Definitely problematic
elife-32893-fig8-v1	TRUE	N	N	N	Definitely problematic
elife-32911-fig4-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-32937-fig4-v3	TRUE	N	N	N	Definitely problematic
elife-32943-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-32955-fig1-v2	FALSE				Definitely okay
elife-32991-fig3-v2	TRUE	Y	N	Y	Definitely okay
elife-32992-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-33007-fig2-v1	FALSE				Definitely okay
elife-33012-fig3-v2	TRUE	NA	NA	Y	Definitely okay
elife-33033-fig2-v1	TRUE	Y	N	N	Definitely okay
elife-33034-fig1-v1	FALSE				Definitely okay
elife-33065-fig1-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-33065-fig3-v1	TRUE	Y	Y	N	Definitely okay
elife-33068-fig4-v1	TRUE	Y	N	Y	Definitely okay
elife-33084-fig6-v2	TRUE	NA	NA	Y	Definitely okay
elife-33092-fig1-v2	TRUE	Y	Y	N	Definitely okay
elife-33099-fig1-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-33107-fig2-v1.jpg	FALSE				Definitely okay
elife-33126-fig2-v3	TRUE	Y	Y	N	Definitely okay
elife-33178-fig6-v2	FALSE				Definitely okay
elife-33183-fig3-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-33221-fig1-v3	TRUE	Y	N	N	Definitely okay
elife-33221-fig5-v2	TRUE	Y	N	Y	Definitely okay
elife-33221-fig6-v2	FALSE				Definitely okay
elife-33273-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-33274-fig5-v2	FALSE				Definitely okay
elife-33285-fig8-v2	FALSE				Definitely okay
elife-33309-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-33321-fig1-v2	FALSE				Definitely okay
elife-33333-fig3-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-33333-fig4-v2	TRUE	Y	NA	N	Definitely okay
elife-33333-fig6-v2	TRUE	Y	Y	Y	Definitely okay
elife-33334-fig5-v1.jpg	TRUE	Y	N	Y	Definitely okay
elife-33381-fig4-v1	TRUE	N	N	N	Definitely problematic
elife-33385-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-33420-fig2-v2.jpg	FALSE				Definitely okay
elife-33423-fig10-v1.jpg	FALSE				Definitely okay
elife-33432-fig14-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-33456-fig5-v2	FALSE				Definitely okay
elife-33456-fig6-v2.jpg	FALSE				Definitely okay
elife-33468-fig7-v2	TRUE	Y	Y	N	Definitely okay
elife-33480-fig3-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-33498-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-33503-fig3-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-33505-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-33562-fig10-v1	TRUE	Y	N	N	Probably okay
elife-33670-fig3-v1	TRUE	Y	N	N	Definitely okay
